,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
244,1531785600,523.27,498.95,480.2,1274876.82,637218460.6,499.83,multiply,BTC
245,1531872000,506.8,476.82,499.83,1461825.34,701451796.55,479.85,multiply,BTC
246,1531958400,487.08,467.94,479.77,1073070.5,503177807.26,468.91,multiply,BTC
247,1532044800,460.28,443.63,468.89,1122201.58,504014253.33,449.13,multiply,BTC
248,1532131200,468.17,451.66,449.13,759130.69,350061167.46,461.13,multiply,BTC
249,1532217600,464.49,454.79,461.13,801223.3,366940894.62,457.98,multiply,BTC
250,1532304000,477.74,447.64,457.9,828341.83,372528398.55,449.73,multiply,BTC
251,1532390400,497.45,475.79,449.73,1149234.18,549786533.58,478.39,multiply,BTC
252,1532476800,475.34,461.21,478.39,977858.27,461543419.25,471.99,multiply,BTC
253,1532563200,466.79,457.19,472.0,869764.93,402683586.82,462.98,multiply,BTC
254,1532649600,482.79,464.38,463.05,673594.52,316551280.56,469.94,multiply,BTC
255,1532736000,473.36,466.85,469.94,655586.11,307304708.38,468.75,multiply,BTC
256,1532822400,469.26,464.91,468.66,647838.88,302088737.1,466.3,multiply,BTC
257,1532908800,466.28,454.51,466.3,951325.62,434017720.46,456.22,multiply,BTC
258,1532995200,434.57,420.88,456.31,813871.25,351353991.41,431.71,multiply,BTC
259,1533081600,435.63,407.92,431.97,430546.42,180870688.86,419.87,direct,
260,1533168000,419.05,409.1,420.27,923478.29,379881312.39,411.36,multiply,BTC
261,1533254400,418.65,403.52,411.28,845097.97,353047478.91,417.76,multiply,BTC
262,1533340800,411.18,386.19,417.76,741265.45,301931009.33,407.32,multiply,BTC
263,1533427200,412.33,406.35,407.32,717784.13,293842254.25,409.37,multiply,BTC
264,1533513600,407.23,400.63,409.38,704461.31,285802073.75,405.7,multiply,BTC
265,1533600000,393.04,372.26,405.7,936982.67,354474623.82,378.32,multiply,BTC
266,1533686400,380.36,347.7,377.94,738339.54,268260157.35,355.57,direct,
267,1533772800,373.88,363.22,355.67,965079.72,351605181.28,364.33,multiply,BTC
268,1533859200,347.3,330.44,364.33,1202995.42,399736298.56,332.28,multiply,BTC
269,1533945600,337.66,311.88,332.26,1379716.74,439604301.32,318.62,multiply,BTC
270,1534032000,326.07,317.92,318.62,1104466.94,351826518.53,318.55,multiply,BTC
271,1534118400,322.3,281.06,318.21,737001.75,221289324.59,284.03,direct,
272,1534204800,284.03,250.45,284.03,1255465.56,331398930.74,278.31,direct,
273,1534291200,304.72,276.86,278.31,965367.88,278662361.27,281.24,direct,
274,1534377600,298.84,278.02,281.24,533236.46,153825432.04,286.8,direct,
275,1534464000,318.31,285.34,286.8,733901.78,221725330.97,317.57,direct,
276,1534550400,321.17,283.02,317.57,539699.47,161954925.25,294.85,direct,
277,1534636800,308.33,296.43,294.73,986248.26,296397938.73,300.53,multiply,BTC
278,1534723200,291.74,269.79,300.6,1132313.95,307550133.58,271.61,multiply,BTC
279,1534809600,285.93,275.87,271.62,1030747.56,290443104.43,281.78,multiply,BTC
280,1534896000,299.0,259.61,281.13,758035.3,212669541.08,270.37,direct,
281,1534982400,282.02,274.44,270.62,934910.81,258655205.59,276.66,multiply,BTC
282,1535068800,284.46,279.9,276.67,1179763.99,332746155.15,282.04,multiply,BTC
283,1535155200,283.89,277.61,281.98,962455.83,267771441.99,278.22,multiply,BTC
