,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
266,2018-08-08,6723.99,6133.03,6723.29,130417.52,838853615.89,6285.02,direct,
267,2018-08-09,6631.23,6195.02,6285.06,89588.13,575748446.38,6543.24,direct,
268,2018-08-10,6582.14,6025.91,6543.25,100856.92,639457019.98,6153.41,direct,
269,2018-08-11,6488.55,6014.26,6152.95,87651.14,545722619.11,6242.54,direct,
270,2018-08-12,6483.39,6176.89,6242.53,57916.23,366460108.69,6322.92,direct,
271,2018-08-13,6545.02,6157.03,6322.41,71073.56,452431672.68,6263.2,direct,
272,2018-08-14,6266.5,5891.87,6263.2,125196.64,759847789.73,6199.6,direct,
273,2018-08-15,6620.07,6193.63,6199.63,132926.33,852103141.83,6274.22,direct,
274,2018-08-16,6478.07,6217.33,6274.22,71357.92,454679037.36,6323.81,direct,
275,2018-08-17,6594.72,6300.45,6323.81,73383.05,477089455.56,6591.16,direct,
276,2018-08-18,6622.16,6322.44,6591.18,52093.8,336744293.81,6405.71,direct,
277,2018-08-19,6560.88,6330.56,6405.74,39452.94,253984821.8,6502.18,direct,
278,2018-08-20,6537.54,6248.39,6502.24,61983.28,397981291.82,6269.9,direct,
279,2018-08-21,6506.69,6259.81,6270.09,61753.86,396746063.37,6491.11,direct,
280,2018-08-22,6890.79,6264.34,6491.09,116096.61,764005011.18,6366.13,direct,
281,2018-08-23,6575.28,6356.96,6366.14,52740.3,340811486.77,6538.95,direct,
282,2018-08-24,6736.83,6481.76,6539.13,58037.12,382456858.97,6708.96,direct,
283,2018-08-25,6808.89,6684.19,6708.94,38189.09,258296664.16,6749.56,direct,
284,2018-08-26,6793.17,6588.48,6749.71,39682.91,265820591.17,6720.6,direct,
285,2018-08-27,6944.21,6674.84,6720.6,59984.28,405769271.5,6915.73,direct,
286,2018-08-28,7136.71,6877.2,6915.92,69448.01,487789642.0,7091.38,direct,
287,2018-08-29,7137.47,6944.76,7091.38,50361.95,356139022.3,7052.0,direct,
288,2018-08-30,7072.64,6818.69,7051.61,61266.88,425475685.56,6998.76,direct,
289,2018-08-31,7096.73,6903.08,6998.76,49774.38,349131152.81,7026.96,direct,
290,2018-09-01,7272.03,7025.58,7026.96,41873.76,300301833.39,7203.46,direct,
291,2018-09-02,7384.38,7144.71,7203.46,61424.38,447453370.83,7301.26,direct,
292,2018-09-03,7350.58,7204.89,7301.25,42451.23,309327793.27,7270.05,direct,
293,2018-09-04,7417.65,7246.76,7270.05,46681.9,343762001.58,7369.86,direct,
294,2018-09-05,7401.43,6694.06,7369.89,113370.51,797851163.66,6705.03,direct,
295,2018-09-06,6727.19,6295.11,6705.06,127586.04,823309044.3,6515.42,direct,
296,2018-09-07,6549.39,6345.48,6515.42,53170.79,344487244.01,6411.78,direct,
297,2018-09-08,6480.57,6134.76,6413.12,49719.12,317380272.09,6200.16,direct,
298,2018-09-09,6451.25,6161.83,6200.23,38701.0,244400344.41,6249.07,direct,
299,2018-09-10,6371.42,6247.64,6249.07,50695.88,320435279.61,6324.43,direct,
300,2018-09-11,6415.51,6199.19,6324.43,51401.22,324512939.85,6295.54,direct,
301,2018-09-12,6357.89,6208.28,6295.54,52814.83,332537236.17,6337.11,direct,
302,2018-09-13,6534.89,6337.08,6337.08,65684.53,425090869.76,6492.0,direct,
303,2018-09-14,6591.59,6393.84,6492.17,58029.07,377989402.01,6486.01,direct,
304,2018-09-15,6573.19,6473.47,6485.39,31894.67,208349557.0,6522.08,direct,
305,2018-09-16,6525.05,6404.31,6522.68,30897.54,200545603.1,6502.44,direct,
306,2018-09-17,6538.82,6216.83,6502.44,62738.57,399675966.34,6261.48,direct,
307,2018-09-18,6393.39,6238.25,6261.33,55076.95,348485895.37,6346.44,direct,
308,2018-09-19,6522.9,6131.02,6346.44,71293.01,452379323.08,6398.8,direct,
